case,module,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,l1d_cache:u,l1d_cache_refill:u,l1d_tlb:u,l1d_tlb_refill:u,l2d_cache:u,l2d_cache_refill:u,l2d_tlb:u,l2d_tlb_refill:u,ll_cache:u,ll_cache_miss:u,ipc, ,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,l1d_miss_rate,l1d_tlb_miss_rate,l2d_miss_rate,l2d_tlb_miss_rate,ll_miss_rate,  ,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki,l1d_cache_mpki,l1d_cache_refill_mpki,l1d_tlb_mpki,l1d_tlb_refill_mpki,l2d_cache_mpki,l2d_cache_refill_mpki,l2d_tlb_mpki,l2d_tlb_refill_mpki,ll_cache_mpki,ll_cache_miss_mpki,params_json
mix_b128_ld4_lin_p524288_np1_r100,mixed_region_loop,230846406,20860962,81394,491,2680857,970,2680857,51,971,702,101,46,5264165,960171,5309356,15836,23093114,9521828,15864,9892,9449531,8643318,0.0904,,0.0004,0.0000,0.7230,0.4554,0.1824,0.0030,0.4123,0.6236,0.9147,,3.9017,0.0235,128.5107,0.0465,128.5107,0.0024,0.0465,0.0337,0.0048,0.0022,252.3453,46.0272,254.5116,0.7591,1107.0014,456.4424,0.7605,0.4742,452.9768,414.3298,"{""data_mode"":""linear"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld4_lin_p524288_np4_r100,mixed_region_loop,207780802,20860968,81392,467,2677546,1033,2677546,40,1037,721,95,38,5260933,898085,5278031,4106,21351730,8125357,4129,3029,8118949,7650839,0.1004,,0.0004,0.0000,0.6953,0.4000,0.1707,0.0008,0.3805,0.7336,0.9423,,3.9016,0.0224,128.3520,0.0495,128.3520,0.0019,0.0497,0.0346,0.0046,0.0018,252.1903,43.0510,253.0099,0.1968,1023.5254,389.5005,0.1979,0.1452,389.1933,366.7538,"{""data_mode"":""linear"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld4_lstr_p128_np4_sl5_r100,mixed_region_loop,154763799,20860952,81392,401,2679576,916,2679576,42,917,704,117,13,5261321,4870243,10497353,5141850,14927352,4658161,5147055,9,4657392,3826,0.1348,,0.0003,0.0000,0.7677,0.1111,0.9257,0.4898,0.3121,0.0000,0.0008,,3.9016,0.0192,128.4494,0.0439,128.4494,0.0020,0.0440,0.0337,0.0056,0.0006,252.2091,233.4622,503.2058,246.4820,715.5643,223.2957,246.7315,0.0004,223.2588,0.1834,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld4_lstr_p512_np4_sl5_r100,mixed_region_loop,246628396,20860962,81394,423,2676573,1080,2676573,37,1081,778,96,19,5264946,5133362,10499963,5146408,20271170,10255342,5147901,212,10254435,13116,0.0846,,0.0004,0.0000,0.7197,0.1979,0.9750,0.4901,0.5059,0.0000,0.0013,,3.9017,0.0203,128.3053,0.0518,128.3053,0.0018,0.0518,0.0373,0.0046,0.0009,252.3827,246.0750,503.3307,246.7004,971.7275,491.6045,246.7720,0.0102,491.5610,0.6287,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld4_lstr_p524288_np4_sl5_r100,mixed_region_loop,196426672,20860952,81392,495,2680808,827,2680808,42,826,682,106,37,5262314,938967,5313331,18701,19368973,7234514,18729,11113,7228160,6757161,0.1062,,0.0003,0.0000,0.8257,0.3491,0.1784,0.0035,0.3735,0.5934,0.9348,,3.9016,0.0237,128.5084,0.0396,128.5084,0.0020,0.0396,0.0327,0.0051,0.0018,252.2567,45.0107,254.7022,0.8965,928.4798,346.7969,0.8978,0.5327,346.4923,323.9143,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld4_pstr_p128_np1_sp17_r100,mixed_region_loop,145532989,20860952,81392,397,2679364,762,2679364,44,763,640,93,16,5262737,4917371,10494921,5143022,14514143,4258749,5148010,28,4258008,3616,0.1433,,0.0003,0.0000,0.8388,0.1720,0.9344,0.4900,0.2934,0.0000,0.0008,,3.9016,0.0190,128.4392,0.0365,128.4392,0.0021,0.0366,0.0307,0.0045,0.0008,252.2769,235.7213,503.0893,246.5382,695.7565,204.1493,246.7773,0.0013,204.1138,0.1733,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld4_pstr_p128_np4_sp17_r100,mixed_region_loop,168610065,20860952,81392,426,2679846,897,2679846,43,898,682,101,18,5262015,4933258,10490403,5142720,14451434,3983249,5147821,20,3982512,5734,0.1237,,0.0003,0.0000,0.7595,0.1782,0.9375,0.4902,0.2756,0.0000,0.0014,,3.9016,0.0204,128.4623,0.0430,128.4623,0.0021,0.0430,0.0327,0.0048,0.0009,252.2423,236.4829,502.8727,246.5237,692.7505,190.9428,246.7683,0.0010,190.9075,0.2749,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld4_pstr_p512_np1_sp17_r100,mixed_region_loop,227434437,20860962,81394,422,2686442,849,2686442,54,849,675,99,33,5264943,5111078,10514699,5154517,20410307,10277236,5155627,159,10276385,48428,0.0917,,0.0003,0.0000,0.7951,0.3333,0.9708,0.4902,0.5035,0.0000,0.0047,,3.9017,0.0202,128.7784,0.0407,128.7784,0.0026,0.0407,0.0324,0.0047,0.0016,252.3826,245.0068,504.0371,247.0891,978.3972,492.6540,247.1423,0.0076,492.6132,2.3215,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld4_pstr_p512_np4_sp17_r100,mixed_region_loop,231723287,20860962,81394,420,2685161,826,2685161,40,828,665,117,24,5264898,5115252,10496315,5143423,20365468,10239980,5144489,75,10239102,21516,0.0900,,0.0003,0.0000,0.8031,0.2051,0.9716,0.4900,0.5028,0.0000,0.0021,,3.9017,0.0201,128.7170,0.0396,128.7170,0.0019,0.0397,0.0319,0.0056,0.0012,252.3804,245.2069,503.1558,246.5573,976.2478,490.8681,246.6084,0.0036,490.8260,1.0314,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld4_pstr_p524288_np1_sp17_r100,mixed_region_loop,1236741467,20860908,81382,573,2681034,1741,2681034,39,1743,912,115,38,5263895,5125245,5517721,185089,19541480,9943539,185129,27117,9940212,9825310,0.0169,,0.0006,0.0000,0.5232,0.3304,0.9737,0.0335,0.5088,0.1465,0.9884,,3.9012,0.0275,128.5195,0.0835,128.5195,0.0019,0.0836,0.0437,0.0055,0.0018,252.3330,245.6866,264.5005,8.8725,936.7512,476.6590,8.8744,1.2999,476.4995,470.9915,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld4_pstr_p524288_np4_sp17_r100,mixed_region_loop,1237564327,20860908,81382,568,2682016,1745,2682016,42,1747,934,142,38,5268736,5128257,5520025,185148,19604823,9989774,185182,27692,9986509,9873990,0.0169,,0.0007,0.0000,0.5346,0.2676,0.9733,0.0335,0.5096,0.1495,0.9887,,3.9012,0.0272,128.5666,0.0836,128.5666,0.0020,0.0837,0.0448,0.0068,0.0018,252.5650,245.8310,264.6110,8.8754,939.7876,478.8753,8.8770,1.3275,478.7188,473.3250,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld4_rand_p128_np1_r100,mixed_region_loop,138699571,20860952,81392,370,2679591,764,2679591,44,765,628,92,14,5262314,4889056,10490531,5142860,13816209,3559832,5145231,19,3559091,3976,0.1504,,0.0003,0.0000,0.8209,0.1522,0.9291,0.4902,0.2577,0.0000,0.0011,,3.9016,0.0177,128.4501,0.0366,128.4501,0.0021,0.0367,0.0301,0.0044,0.0007,252.2567,234.3640,502.8788,246.5305,662.3000,170.6457,246.6441,0.0009,170.6102,0.1906,"{""data_mode"":""random"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld4_rand_p128_np4_r100,mixed_region_loop,138427936,20860958,81390,400,2679518,919,2679518,42,920,725,88,14,5262775,4895054,9290196,3931182,14571519,4180636,3935702,13,4179926,4378,0.1507,,0.0003,0.0000,0.7880,0.1591,0.9301,0.4232,0.2869,0.0000,0.0010,,3.9015,0.0192,128.4465,0.0441,128.4465,0.0020,0.0441,0.0348,0.0042,0.0007,252.2787,234.6514,445.3389,188.4469,698.5067,200.4048,188.6635,0.0006,200.3708,0.2099,"{""data_mode"":""random"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld4_rand_p512_np1_r100,mixed_region_loop,225784012,20860962,81394,432,2684897,824,2684897,42,823,673,85,18,5263883,5124015,10493755,5142932,20235082,10247103,5143872,349,10246182,7539,0.0924,,0.0003,0.0000,0.8177,0.2118,0.9734,0.4901,0.5064,0.0001,0.0007,,3.9017,0.0207,128.7044,0.0395,128.7044,0.0020,0.0395,0.0323,0.0041,0.0009,252.3317,245.6270,503.0331,246.5338,969.9975,491.2095,246.5788,0.0167,491.1654,0.3614,"{""data_mode"":""random"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld4_rand_p512_np4_r100,mixed_region_loop,221611760,20860968,81392,421,2684478,1346,2684478,53,1348,857,105,36,5264094,5132507,10266044,4920475,20279895,10260220,4921475,399,10259225,17658,0.0941,,0.0005,0.0000,0.6358,0.3429,0.9750,0.4793,0.5059,0.0001,0.0017,,3.9016,0.0202,128.6842,0.0645,128.6842,0.0025,0.0646,0.0411,0.0050,0.0017,252.3418,246.0340,492.1173,235.8699,972.1454,491.8382,235.9179,0.0191,491.7905,0.8465,"{""data_mode"":""random"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld4_rand_p524288_np1_r100,mixed_region_loop,1316968366,20860908,81382,493,2710146,1733,2710146,44,1735,940,98,40,5272714,5127671,10443206,4991265,20385457,10354344,4993988,59952,10351058,10285627,0.0158,,0.0006,0.0000,0.5418,0.4082,0.9725,0.4779,0.5079,0.0120,0.9937,,3.9012,0.0236,129.9151,0.0831,129.9151,0.0021,0.0832,0.0451,0.0047,0.0019,252.7557,245.8029,500.6113,239.2640,977.2085,496.3515,239.3946,2.8739,496.1940,493.0575,"{""data_mode"":""random"",""ldr_count_per_unit"":4,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld4_rand_p524288_np4_r100,mixed_region_loop,1317048363,20860914,81380,498,2712638,1916,2712638,42,1923,1127,106,39,5273001,5131733,10428299,4990803,20374302,10352522,4993535,44045,10341034,10265006,0.0158,,0.0007,0.0000,0.5861,0.3679,0.9732,0.4786,0.5081,0.0088,0.9926,,3.9011,0.0239,130.0345,0.0918,130.0345,0.0020,0.0922,0.0540,0.0051,0.0019,252.7694,245.9975,499.8966,239.2418,976.6735,496.2641,239.3728,2.1114,495.7134,492.0689,"{""data_mode"":""random"",""ldr_count_per_unit"":4,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lin_p128_np1_r100,mixed_region_loop,249134867,20860962,81394,503,2676075,1002,2676075,41,1007,682,82,17,9110323,8667678,18166869,8991194,24879158,6931023,8991474,18,6930251,5360,0.0837,,0.0004,0.0000,0.6773,0.2073,0.9514,0.4949,0.2786,0.0000,0.0008,,3.9017,0.0241,128.2815,0.0480,128.2815,0.0020,0.0483,0.0327,0.0039,0.0008,436.7163,415.4975,870.8548,431.0057,1192.6180,332.2485,431.0191,0.0009,332.2115,0.2569,"{""data_mode"":""linear"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lin_p128_np4_r100,mixed_region_loop,143373783,20860952,81392,468,2675664,788,2675664,39,790,673,94,14,9097272,2564835,12661963,2260326,19280044,3556596,2260876,27,3555847,10372,0.1455,,0.0003,0.0000,0.8519,0.1489,0.2819,0.1785,0.1845,0.0000,0.0029,,3.9016,0.0224,128.2618,0.0378,128.2618,0.0019,0.0379,0.0323,0.0045,0.0007,436.0909,122.9491,606.9696,108.3520,924.2169,170.4906,108.3784,0.0013,170.4547,0.4972,"{""data_mode"":""linear"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lin_p512_np1_r100,mixed_region_loop,383432590,20860908,81382,485,2679140,1084,2679140,40,1086,716,85,20,9104795,8965755,18152676,8987639,35418249,17946470,8988140,151,17945401,16159,0.0544,,0.0004,0.0000,0.6593,0.2353,0.9847,0.4951,0.5067,0.0000,0.0009,,3.9012,0.0232,128.4287,0.0520,128.4287,0.0019,0.0521,0.0343,0.0041,0.0010,436.4525,429.7874,870.1767,430.8364,1697.8287,860.2919,430.8604,0.0072,860.2406,0.7746,"{""data_mode"":""linear"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lin_p512_np4_r100,mixed_region_loop,235658464,20860968,81392,441,2686992,824,2686992,41,826,667,93,18,9110345,2770439,13063411,2262890,31102550,14989498,2263405,115,14987592,132482,0.0885,,0.0003,0.0000,0.8075,0.1935,0.3041,0.1732,0.4819,0.0001,0.0088,,3.9016,0.0211,128.8048,0.0395,128.8048,0.0020,0.0396,0.0320,0.0045,0.0009,436.7173,132.8049,626.2131,108.4748,1490.9447,718.5428,108.4995,0.0055,718.4514,6.3507,"{""data_mode"":""linear"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lin_p524288_np1_r100,mixed_region_loop,375218308,20860914,81380,456,2695032,1096,2695032,47,1099,782,101,41,9108555,1722323,9184814,27601,37896614,15515305,27633,17052,15504494,14138123,0.0556,,0.0004,0.0000,0.7116,0.4059,0.1891,0.0030,0.4094,0.6171,0.9119,,3.9011,0.0219,129.1905,0.0525,129.1905,0.0023,0.0527,0.0375,0.0048,0.0020,436.6326,82.5622,440.2882,1.3231,1816.6325,743.7500,1.3246,0.8174,743.2318,677.7327,"{""data_mode"":""linear"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lin_p524288_np4_r100,mixed_region_loop,339197566,20860908,81382,424,2689618,887,2689618,40,887,670,90,38,9098906,1678348,9125677,7099,34757124,13221974,7126,4813,13213216,12487892,0.0615,,0.0003,0.0000,0.7554,0.4222,0.1845,0.0008,0.3804,0.6754,0.9451,,3.9012,0.0203,128.9310,0.0425,128.9310,0.0019,0.0425,0.0321,0.0043,0.0018,436.1702,80.4542,437.4535,0.3403,1666.1367,633.8158,0.3416,0.2307,633.3960,598.6265,"{""data_mode"":""linear"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld7_lstr_p128_np4_sl5_r100,mixed_region_loop,236511347,20860962,81394,450,2684633,838,2684633,48,842,679,93,15,9107115,8698307,18158729,8988194,25071176,7101066,8988854,17,7100168,11183,0.0882,,0.0003,0.0000,0.8064,0.1613,0.9551,0.4950,0.2832,0.0000,0.0016,,3.9017,0.0216,128.6917,0.0402,128.6917,0.0023,0.0404,0.0325,0.0045,0.0007,436.5626,416.9658,870.4646,430.8619,1201.8226,340.3997,430.8936,0.0008,340.3567,0.5361,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld7_lstr_p512_np4_sl5_r100,mixed_region_loop,412900539,20860908,81382,525,2678577,1011,2678577,41,1013,726,86,21,9102897,8963837,18144993,8986098,35413420,17944698,8986490,68,17943718,24458,0.0505,,0.0004,0.0000,0.7167,0.2442,0.9847,0.4952,0.5067,0.0000,0.0014,,3.9012,0.0252,128.4017,0.0485,128.4017,0.0020,0.0486,0.0348,0.0041,0.0010,436.3615,429.6954,869.8084,430.7626,1697.5972,860.2069,430.7813,0.0033,860.1600,1.1724,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld7_lstr_p524288_np4_sl5_r100,mixed_region_loop,339295532,20860914,81380,445,2693618,1091,2693618,39,1095,814,113,37,9100538,1767614,9183678,32157,32493066,12535153,32187,18756,12525356,11802298,0.0615,,0.0004,0.0000,0.7434,0.3274,0.1942,0.0035,0.3858,0.5827,0.9423,,3.9011,0.0213,129.1227,0.0523,129.1227,0.0019,0.0525,0.0390,0.0054,0.0018,436.2483,84.7333,440.2337,1.5415,1557.6051,600.8918,1.5429,0.8991,600.4222,565.7613,"{""data_mode"":""line_stride"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192,""stride_lines"":5}"
mix_b128_ld7_pstr_p128_np1_sp17_r100,mixed_region_loop,210376826,20860962,81394,402,2679874,790,2679874,41,792,623,99,14,9098571,8692837,18144074,8981490,24022193,6091044,8982708,12,6090317,4939,0.0992,,0.0003,0.0000,0.7866,0.1414,0.9554,0.4950,0.2536,0.0000,0.0008,,3.9017,0.0193,128.4636,0.0379,128.4636,0.0020,0.0380,0.0299,0.0047,0.0007,436.1530,416.7036,869.7621,430.5405,1151.5381,291.9829,430.5989,0.0006,291.9480,0.2368,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld7_pstr_p128_np4_sp17_r100,mixed_region_loop,195592474,20860952,81392,415,2685695,909,2685695,39,910,706,80,14,9104092,8575093,18143589,8985622,21239957,3301268,8986114,10,3300439,9097,0.1067,,0.0003,0.0000,0.7758,0.1750,0.9419,0.4953,0.1554,0.0000,0.0028,,3.9016,0.0199,128.7427,0.0436,128.7427,0.0019,0.0436,0.0338,0.0038,0.0007,436.4179,411.0595,869.7393,430.7388,1018.1682,158.2511,430.7624,0.0005,158.2113,0.4361,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld7_pstr_p512_np1_sp17_r100,mixed_region_loop,386912638,20860914,81380,530,2678822,1026,2678822,41,1029,702,97,24,9103757,8965343,18149520,8986885,35399045,17942125,8987308,143,17941189,11810,0.0539,,0.0004,0.0000,0.6822,0.2474,0.9848,0.4952,0.5069,0.0000,0.0007,,3.9011,0.0254,128.4135,0.0492,128.4135,0.0020,0.0493,0.0337,0.0046,0.0012,436.4026,429.7675,870.0252,430.8002,1696.9077,860.0834,430.8204,0.0069,860.0385,0.5661,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld7_pstr_p512_np4_sp17_r100,mixed_region_loop,418892190,20860908,81382,499,2676904,1158,2676904,45,1157,824,92,24,9104285,8965298,18149597,8987332,35408687,17948332,8987769,68,17947326,24891,0.0498,,0.0004,0.0000,0.7122,0.2609,0.9847,0.4952,0.5069,0.0000,0.0014,,3.9012,0.0239,128.3215,0.0555,128.3215,0.0022,0.0555,0.0395,0.0044,0.0012,436.4280,429.7655,870.0291,430.8217,1697.3704,860.3811,430.8427,0.0033,860.3329,1.1932,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld7_pstr_p524288_np1_sp17_r100,mixed_region_loop,2160369496,20860914,81380,551,2680148,2707,2680148,43,2708,1325,103,41,9119695,8976949,9546655,316491,34169543,17357180,316532,47354,17352290,17147475,0.0097,,0.0010,0.0000,0.4893,0.3981,0.9843,0.0332,0.5080,0.1496,0.9882,,3.9011,0.0264,128.4770,0.1298,128.4770,0.0021,0.1298,0.0635,0.0049,0.0020,437.1666,430.3239,457.6336,15.1715,1637.9696,832.0431,15.1734,2.2700,831.8087,821.9906,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld7_pstr_p524288_np4_sp17_r100,mixed_region_loop,2160038316,20860908,81382,516,2711063,2612,2711063,41,2626,1139,88,39,9118667,8980342,9544453,316489,34092980,17316055,316526,46405,17310224,16900193,0.0097,,0.0010,0.0000,0.4337,0.4432,0.9848,0.0332,0.5079,0.1466,0.9763,,3.9012,0.0247,129.9590,0.1252,129.9590,0.0020,0.1259,0.0546,0.0042,0.0019,437.1175,430.4866,457.5282,15.1714,1634.2999,830.0720,15.1732,2.2245,829.7925,810.1370,"{""data_mode"":""page_stride"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192,""stride_pages"":17}"
mix_b128_ld7_rand_p128_np1_r100,mixed_region_loop,253117629,20860962,81394,461,2684773,1018,2684773,48,1020,692,101,16,9110190,8547847,18163306,8989995,23358161,5491332,8990255,21,5490488,4518,0.0824,,0.0004,0.0000,0.6784,0.1584,0.9383,0.4950,0.2351,0.0000,0.0008,,3.9017,0.0221,128.6984,0.0488,128.6984,0.0023,0.0489,0.0332,0.0048,0.0008,436.7100,409.7533,870.6840,430.9482,1119.7068,263.2348,430.9607,0.0010,263.1944,0.2166,"{""data_mode"":""random"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld7_rand_p128_np4_r100,mixed_region_loop,221625481,20860962,81394,427,2685306,938,2685306,42,939,723,85,15,9107424,8721857,16030789,6863514,23329180,5391984,6864137,18,5391108,9141,0.0941,,0.0003,0.0000,0.7700,0.1765,0.9577,0.4281,0.2311,0.0000,0.0017,,3.9017,0.0205,128.7240,0.0450,128.7240,0.0020,0.0450,0.0347,0.0041,0.0007,436.5774,418.0947,768.4588,329.0123,1118.3176,258.4725,329.0422,0.0009,258.4305,0.4382,"{""data_mode"":""random"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":128,""region_reps"":100,""size"":8192}"
mix_b128_ld7_rand_p512_np1_r100,mixed_region_loop,413678341,20860908,81382,567,2679499,1094,2679499,47,1097,697,110,23,9103290,8964433,18146231,8986394,35410866,17946857,8986850,170,17945312,18660,0.0504,,0.0004,0.0000,0.6354,0.2091,0.9847,0.4952,0.5068,0.0000,0.0010,,3.9012,0.0272,128.4459,0.0524,128.4459,0.0023,0.0526,0.0334,0.0053,0.0011,436.3803,429.7240,869.8677,430.7767,1697.4748,860.3104,430.7986,0.0081,860.2364,0.8945,"{""data_mode"":""random"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld7_rand_p512_np4_r100,mixed_region_loop,414022008,20860908,81382,532,2677257,1029,2677257,41,1030,771,100,18,9103672,8964132,17752491,8592582,35410524,17941367,8592992,105,17939581,29689,0.0504,,0.0004,0.0000,0.7485,0.1800,0.9847,0.4840,0.5067,0.0000,0.0017,,3.9012,0.0255,128.3385,0.0493,128.3385,0.0020,0.0494,0.0370,0.0048,0.0009,436.3986,429.7096,850.9932,411.8988,1697.4584,860.0473,411.9184,0.0050,859.9617,1.4232,"{""data_mode"":""random"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":512,""region_reps"":100,""size"":8192}"
mix_b128_ld7_rand_p524288_np1_r100,mixed_region_loop,2324851900,20860908,81382,514,2735665,2848,2735665,45,2862,1081,109,41,9125892,8979176,18077279,8738581,35656441,18108310,8738921,94580,18102814,17829102,0.0090,,0.0010,0.0000,0.3777,0.3761,0.9839,0.4834,0.5079,0.0108,0.9849,,3.9012,0.0246,131.1383,0.1365,131.1383,0.0022,0.1372,0.0518,0.0052,0.0020,437.4638,430.4307,866.5624,418.8974,1709.2468,868.0499,418.9137,4.5338,867.7865,854.6657,"{""data_mode"":""random"",""ldr_count_per_unit"":7,""lines_per_page"":1,""nodes_per_page"":1,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld7_rand_p524288_np4_r100,mixed_region_loop,2303342671,20860908,81382,531,2736458,2929,2736458,42,2943,1330,103,38,9133096,8984946,18097090,8742150,35686191,18119940,8742448,103412,18109009,17950408,0.0091,,0.0011,0.0000,0.4519,0.3689,0.9838,0.4831,0.5078,0.0118,0.9912,,3.9012,0.0255,131.1764,0.1404,131.1764,0.0020,0.1411,0.0638,0.0049,0.0018,437.8091,430.7073,867.5121,419.0685,1710.6729,868.6074,419.0828,4.9572,868.0835,860.4807,"{""data_mode"":""random"",""ldr_count_per_unit"":7,""lines_per_page"":4,""nodes_per_page"":4,""pages"":524288,""region_reps"":100,""size"":8192}"
mix_b128_ld14_lin_p128_np1_r100,mixed_region_loop,515945379,20860914,81380,555,2680771,1205,2680771,41,1209,713,88,16,18055744,17078596,36087807,17950403,49706501,13832407,17950494,7,13831605,6915,0.0404,,0.0004,0.0000,0.5897,0.1818,0.9459,0.4974,0.2783,0.0000,0.0005,,3.9011,0.0266,128.5069,0.0578,128.5069,0.0020,0.0580,0.0342,0.0042,0.0008,865.5299,818.6888,1729.9245,860.4802,2382.7576,663.0777,860.4845,0.0003,663.0393,0.3315,"{""data_mode"":""linear"",""ldr_count_per_unit"":14,""lines_per_page"":1,""nodes_per_page"":1,""pages"":128,""region_reps"":100,""size"":8192}"
